epoch,train_loss,train_accuracy,val_loss,val_accuracy,seconds,learning_rate,grad_norm/network.1,grad_norm/network.5,grad_norm/network.9,grad_norm/network.13,grad_norm/network.17
35,1.0249251302083333,0.7975793650793651,0.6640899948846726,0.9452380952380952,8.346927499980666,0.002639137657642857,0.8605285489619686,0.6928681504302824,0.4383295126977911,0.35482997216549017,0.3975978793226523
36,1.0167771112351192,0.8023412698412699,0.6706231398809523,0.9436904761904762,8.14228208293207,0.0026185700658339296,0.8613552345237151,0.6925065868397049,0.44140117664627615,0.3568291059000238,0.3972404596164142
37,1.0131556919642857,0.803968253968254,0.6660395159040179,0.9433333333333334,8.148110624984838,0.002597518411720795,0.869388406046756,0.6984626266556948,0.43923280202797826,0.35615744808603667,0.3969333861685041
38,1.0181367032490078,0.8026587301587301,0.661070091610863,0.945952380952381,7.9773632909636945,0.002575991929254712,0.8814967586304331,0.6988935906269829,0.4396421945639673,0.3563543406839903,0.4018957070287714
39,1.011289527529762,0.8038888888888889,0.6742239815848214,0.9373809523809524,8.213646624935791,0.002554000060662347,0.8692751656934089,0.6933598397346923,0.44085217006315436,0.35839963806462166,0.3976607734176713
40,1.0130670262896826,0.8027380952380953,0.6562284342447917,0.9454761904761905,8.079121749964543,0.002531552452304102,0.8732040327817655,0.696628318825349,0.44414667429657756,0.36076440181828995,0.40079986262442496
41,1.0099213324652778,0.8061507936507937,0.6597801571800596,0.9425,8.475358834024519,0.0025086589504429036,0.8892317253926079,0.7033318069380552,0.44573254270602,0.3620547764192378,0.395902759532638
42,1.0188526940724207,0.8012698412698412,0.6736070614769345,0.9430952380952381,8.738616207963787,0.002485329596925306,0.8926419485644036,0.7088061492455188,0.45332921216935673,0.3651202439051594,0.4039241577768084
43,1.0041431826636904,0.8074603174603174,0.6530422828311012,0.9501190476190476,8.07783558301162,0.002461574624776804,0.8916914886629521,0.7021657101393957,0.44446129968323683,0.3614044189453125,0.396360484476622
44,1.0054609995039683,0.8081746031746032,0.6559728422619048,0.9491666666666667,8.34687391598709,0.0024374044537132907,0.8898684893767845,0.7070467411564086,0.4458489587464308,0.36348976096526014,0.3955751603024865
45,1.014360584077381,0.8031746031746032,0.6599562290736607,0.9460714285714286,8.608106125029735,0.0024128296855706268,0.9002751384289737,0.7155667222695907,0.4531499407618179,0.3652964558093076,0.4014932467852752
46,1.0047750031001985,0.8090079365079365,0.6469918387276786,0.9507142857142857,8.413419291959144,0.0023878610996543224,0.8992212750584946,0.7177286680579791,0.4554671079374207,0.3660779846501229,0.39568232037694323
47,1.0064947606646826,0.8070238095238095,0.6435474214099702,0.9517857142857142,8.459298750036396,0.002362509648011381,0.9076163199952412,0.7196335381057661,0.45740993131840896,0.36716763259190593,0.3968175510464586
48,1.0036117311507937,0.8101984126984128,0.6459433128720238,0.9477380952380953,8.68010224995669,0.0023367864506263656,0.9132478200844701,0.7245618946056076,0.4590369287481163,0.3679030365145146,0.4000259244502498
49,1.0058079892113094,0.8084126984126984,0.645195545014881,0.9498809523809524,8.722407583030872,0.0023107027905438096,0.9229615497105013,0.7274592055887135,0.46707714874732315,0.37334387919624445,0.4015280244314126
50,0.985923316592262,0.8165873015873016,0.6584744117373512,0.9472619047619047,8.520791084039956,0.0022842701089190983,0.9075053258595733,0.7073971511143718,0.4516910998349262,0.365187669163428,0.39155063532330664
51,0.991655040922619,0.8122222222222222,0.6447376069568452,0.9514285714285714,8.323247708962299,0.0022574999999999995,0.9303635340656726,0.7248212940196701,0.46077534632029266,0.3710926656190514,0.39769098117266816
52,0.9897024584573413,0.8131746031746032,0.6582600911458333,0.9441666666666667,8.258769750013016,0.0022304042060410467,0.9383480633575905,0.7296189051594226,0.466990824278236,0.37603539016646176,0.39945364240462405
53,0.9931234499007936,0.8125793650793651,0.659877697172619,0.9457142857142857,7.944704958004877,0.0022029946121529943,0.9380463730865324,0.7354744073703204,0.4685752984836017,0.3771518378088317,0.4000623286678101
54,0.9833758060515873,0.8183333333333334,0.6346968005952381,0.9538095238095238,8.066160541027784,0.0021752832410896167,0.9329306510499287,0.7284766647416323,0.46177932816713596,0.3729853751090577,0.39664478592461133
55,0.9770160590277778,0.8199206349206349,0.6404375348772321,0.9526190476190476,8.103172875009477,0.0021472822479741325,0.9383953888404187,0.7356770316961453,0.4675117144124762,0.376712547340974,0.3938997142811112
56,0.9772619822668651,0.8223809523809524,0.6323697916666666,0.9522619047619048,7.860693167080171,0.0021190039149675626,0.9461922427724461,0.7490089532687579,0.4723508805792949,0.3783598381855766,0.39383298612488105
57,0.9777795603918651,0.8192063492063492,0.6376068987165179,0.9536904761904762,7.991443624952808,0.002090460645881372,0.9542189080097954,0.7538610932790688,0.4773318295551436,0.38268570488479536,0.39522099373909425
58,0.9696266586061508,0.8236111111111111,0.6453324381510417,0.9492857142857143,7.932158999959938,0.002061664960736746,0.9680346958528315,0.7609561203700032,0.4779254506687222,0.37990856654752936,0.3930842210798699
59,0.9786618768601191,0.8196031746031746,0.642669677734375,0.950595238095238,7.985702625010163,0.0020326294902728945,0.9491154239867544,0.7452440600709866,0.47499150310070987,0.3799048873978823,0.39976191641715575
60,0.9673449125744048,0.824484126984127,0.6335137067522322,0.9541666666666667,8.031367915915325,0.002003366970406795,0.9740334138047272,0.7552680001041006,0.47775582250604776,0.3795239985896851,0.39060172453749603
61,0.9629648747519841,0.8261904761904761,0.6243304152715774,0.955595238095238,8.04072445910424,0.001973890236646796,0.9715805440989848,0.761483516789935,0.47954168174472556,0.38239989304905614,0.3924562483269551
62,0.9570464409722222,0.8298015873015873,0.6480594308035714,0.9489285714285715,8.098321416066028,0.0019442122184625394,0.9707057584965895,0.7632633732055044,0.4841598665653752,0.38637240647059407,0.39405904082477394
63,0.9613950117807539,0.8234920634920635,0.6411608305431548,0.9532142857142857,8.22726437507663,0.0019143459336136686,0.9936230654643877,0.7743966349490403,0.48864540835927583,0.3860325304989887,0.3920061915053934
64,0.9570215618799603,0.8293253968253969,0.6290736607142857,0.9569047619047619,8.134433208033442,0.0018843044824398082,0.989828816525222,0.7710416377498414,0.4885543978153752,0.3881234880631345,0.39235470379669657
65,0.9468678695436508,0.8336904761904762,0.6315885416666667,0.9538095238095238,8.136451665894128,0.001854101042114323,0.993217971724302,0.7774601660404109,0.4924454277542037,0.3897172569623453,0.39187106989361914
66,0.9588078187003968,0.8278174603174603,0.6262327938988095,0.959047619047619,8.017605750006624,0.001823748860864372,1.0016235506474065,0.7827427278315355,0.491690233879283,0.39048004150390625,0.39703245211373733
67,0.9505216858878969,0.828968253968254,0.6406560988653274,0.9527380952380953,8.009426667005755,0.0017932612521598006,1.0073265424234612,0.7828614675454076,0.4946251496445709,0.394588683462385,0.3961750940623017
68,0.9451176525297619,0.8326984126984127,0.6381182570684524,0.9514285714285714,8.18522658396978,0.0017626515888734112,1.022039190766775,0.7867114071918623,0.4991145254996827,0.39324865970514755,0.3939307740497105
69,0.9484203714037699,0.8311111111111111,0.6282350376674107,0.9539285714285715,8.193106459104456,0.0017319332974151808,1.0141568256513722,0.7954069031071542,0.5035008464367862,0.3952581337865839,0.3979517360629164
70,0.943548332093254,0.8345634920634921,0.6335141136532738,0.9516666666666667,7.949481875053607,0.0017011198518429912,1.038199255309129,0.8023391181442339,0.5013040068185874,0.3946863939314324,0.39408750582467483
71,0.9390568421378969,0.830952380952381,0.6212427339099702,0.9582142857142857,8.004436166025698,0.0016702247679524652,1.041376491488539,0.8074024800721764,0.5065461366914855,0.39740462714645464,0.3932316968888801
72,0.9312069847470238,0.8376190476190476,0.6272990490141369,0.9573809523809523,8.05915837502107,0.0016392615973484879,1.0423257895532598,0.8039864477167274,0.5128844982476404,0.3986507357679648,0.3907613221763959
73,0.931435081845238,0.8374603174603175,0.6146112932477679,0.9597619047619048,7.997225582948886,0.0016082439215010299,1.045647170943052,0.8082932215656726,0.5093209900831813,0.4002381920209391,0.3899713893832289
74,0.9291353546626984,0.8416666666666667,0.6240084402901785,0.9527380952380953,8.041463042027317,0.001577185345787861,1.0598905147029665,0.8246520376447494,0.5121178409169773,0.39840918991166324,0.3886769096258328
75,0.9279384455605159,0.8409126984126984,0.623258289155506,0.9578571428571429,8.206226208014414,0.0015460994935267845,1.0728373261272606,0.828308182924532,0.5169565036212127,0.40511627971823444,0.3899548913016537
76,0.9132733444940476,0.8456349206349206,0.6076366606212797,0.9645238095238096,8.141353208920918,0.0015149999999999994,1.0708015558078203,0.821215402051277,0.5144568506231163,0.40302373431055677,0.38378503479933374
77,0.925517345610119,0.8403571428571428,0.6149748883928572,0.9588095238095238,8.117933416971937,0.0014839005064732147,1.089648174150341,0.8325269670050761,0.5189720192536484,0.40385115570223273,0.3914849915480251
78,0.9090767609126984,0.8474603174603175,0.624313732328869,0.959047619047619,7.9442391250049695,0.0014528146542121378,1.0906202442149826,0.8363058022436152,0.5207242239550286,0.40905242765010313,0.3832548499712484
79,0.910126953125,0.846468253968254,0.6202093215215774,0.9579761904761904,8.071118207997642,0.0014217560784989692,1.1036654244824715,0.843902587890625,0.5256700467337206,0.4123637397882297,0.38795792632901727
80,0.9077725074404762,0.8463888888888889,0.6109822591145834,0.9608333333333333,7.965881458949298,0.0013907384026515105,1.118582401178815,0.8591081648308614,0.5291303450686072,0.41198556193240404,0.3861817103352038
81,0.9021052672371032,0.8500396825396825,0.6142982700892857,0.96,8.07653974997811,0.0013597752320475339,1.136494360599421,0.8722278575606758,0.534962378177546,0.4136947399468591,0.38434302625317257
82,0.9015980747767857,0.8498809523809524,0.6137272135416667,0.9595238095238096,8.018203458050266,0.0013288801481570074,1.137151495454275,0.8735514994200111,0.5361605803978625,0.41734643151917433,0.3839781320639673
83,0.8954070560515873,0.8548809523809524,0.6064582170758929,0.9621428571428572,8.019892000011168,0.0012980667025848185,1.122937662347319,0.8646009416144511,0.5417028514261778,0.4170146496767925,0.3882593842327292
84,0.892493644593254,0.8535714285714285,0.6122372000558036,0.9617857142857142,7.989637874998152,0.0012673484111265872,1.152855422896177,0.8803863525390625,0.5463873383962563,0.41942557707655853,0.38434349098786486
85,0.8929757254464286,0.8512301587301587,0.602809826078869,0.9632142857142857,8.11921470798552,0.0012367387478401982,1.1694813839675207,0.8846110232590418,0.54868444452431,0.4238601916937659,0.38566306641864295
86,0.8825196862599206,0.8574603174603175,0.6034954543340774,0.964047619047619,7.982926042051986,0.0012062511391356266,1.1749616129144194,0.8950852137531726,0.5520614391656091,0.4232007331654505,0.38226546853932025
87,0.8895768229166666,0.8542857142857143,0.6092377580915178,0.9611904761904762,8.039242875063792,0.0011758989578856758,1.1887468831793306,0.8995726144858424,0.5545327820753688,0.42712518527423066,0.3856696888880076
88,0.8727107359871031,0.8622619047619048,0.6059707496279761,0.9617857142857142,8.143210291978903,0.0011456955175601904,1.177597975367822,0.8923304988648081,0.5461370013086929,0.42207650121698526,0.3750131287550563
89,0.8752304997519841,0.8605952380952381,0.6047224934895833,0.9636904761904762,7.968675500014797,0.0011156540663863305,1.2042556995062659,0.9153976827708598,0.5627913111962642,0.42790408061845653,0.376073537139118
90,0.8740894717261904,0.8603174603174604,0.6031938244047619,0.9655952380952381,8.148952916963026,0.001085787781537459,1.2230250169783075,0.9109177177932661,0.5621283284298659,0.43604964048124206,0.38223239492038785
91,0.8656754557291667,0.8632539682539683,0.5996246047247024,0.9655952380952381,8.032948334002867,0.0010561097633532029,1.214260198138087,0.9106078946650936,0.5605118649865165,0.4363399834802308,0.3755512528008011
92,0.8605193607390873,0.8655952380952381,0.5955977957589286,0.9658333333333333,8.343278707936406,0.0010266330295932036,1.2313685538199952,0.9214328049403157,0.5674632890575428,0.43553134511570035,0.37381725020820117
93,0.8598424324156746,0.8666666666666667,0.5910920061383929,0.9672619047619048,8.185339957941324,0.0009973705097271045,1.2438506305520305,0.9291209884101365,0.5730076901198644,0.43550473905456855,0.3737803038001666
94,0.8545178416418651,0.8697222222222222,0.5938245791480655,0.9661904761904762,7.892517625004984,0.0009683350392632534,1.2531388955672986,0.9446514923560437,0.5781415368094662,0.44142774397951695,0.37125048177496434
95,0.8538462611607143,0.8682936507936508,0.5945291573660715,0.9666666666666667,8.005862208083272,0.000939539354118627,1.2761122030655139,0.9567859475382694,0.5804440261143718,0.4409860136545249,0.36718362721089787
96,0.8452798704117064,0.871547619047619,0.5985042317708333,0.9670238095238095,8.034211458056234,0.0009109960850324365,1.2937395124871114,0.9580683054657757,0.5828339629972041,0.4452597913403196,0.37003632366354694
97,0.8481509641617063,0.8712698412698413,0.5950627790178571,0.9648809523809524,8.080702375038527,0.000882717752025867,1.280298688084946,0.9642852163556869,0.5973324461031686,0.4514310807746074,0.36940176716915846
98,0.8427153862847222,0.8746428571428572,0.5997895740327381,0.9652380952380952,8.056310374988243,0.0008547167589103829,1.3077580021117545,0.9736527186359851,0.5974014592049691,0.4505394872675087,0.3687611691237706
99,0.8465400235615079,0.8707936507936508,0.5857609630766369,0.9685714285714285,8.059756208094768,0.0008270053878470056,1.3480165742980648,1.0089333626219463,0.6112345584152918,0.4626042322458955,0.3769131190885747
100,0.8326023840525794,0.8755952380952381,0.5862438383556547,0.9682142857142857,7.984663667040877,0.0007995957939589525,1.3453090299809645,0.9964664672231917,0.599184065300801,0.4496272905223866,0.36458099675057504
101,0.8292128596230158,0.8796031746031746,0.5856635974702381,0.9691666666666666,7.954636208014563,0.0007724999999999995,1.3692047583875318,1.0051992193696462,0.6116144790262135,0.4605574632054053,0.36489659033450983
102,0.8227477833581349,0.8822619047619048,0.5854153878348214,0.968452380952381,8.03496862493921,0.0007457298910809018,1.3603661241870242,0.992943313521177,0.6104981088396256,0.4607267815449516,0.3601668691877181
103,0.8153890749007936,0.8847619047619047,0.585450904482887,0.9678571428571429,8.008753916947171,0.0007192972094561902,1.3891442003588992,1.023602713183098,0.6204718575259756,0.46337778314116035,0.3561485019432107
104,0.8192236328125,0.8837301587301587,0.5870259602864584,0.9685714285714285,8.150376082980074,0.0006932135493736341,1.4155773801851999,1.0311401677010628,0.6227779485247462,0.4694897801742941,0.3595665868768837
105,0.8137015593998016,0.8861904761904762,0.5754629952566964,0.9717857142857143,8.000492249964736,0.000667490351988619,1.422655754282995,1.0347975522733581,0.630602492898854,0.4706067312792473,0.3571969046810557
106,0.8128136625744048,0.8828571428571429,0.5767048572358631,0.9719047619047619,8.133778958930634,0.0006421389003456775,1.4747701732035217,1.0743735841083042,0.6511638660721367,0.48011160138899905,0.3592372448916363
107,0.8051388888888888,0.8897619047619048,0.5776296851748511,0.9728571428571429,8.107745624962263,0.0006171703144293733,1.476287686885311,1.0611120698415688,0.6410678147059407,0.47801754559357157,0.3544182172281488
108,0.8000538659474207,0.8913888888888889,0.5760387602306548,0.9733333333333334,8.272072791005485,0.0005925955462867091,1.4948456275281568,1.0703488267617782,0.6389373159650619,0.47740885933038546,0.34862824260885944
109,0.7916658141121031,0.8941666666666667,0.5763388206845238,0.9721428571428572,7.98768729204312,0.0005684253752231956,1.5022841710124524,1.0880688507544813,0.6491662039974619,0.47981781160770937,0.3455958100139792
110,0.7939781746031747,0.8920634920634921,0.5777757626488095,0.9709523809523809,8.07177249994129,0.0005446704030746938,1.533086476592243,1.1108553349064085,0.6660646545100333,0.48976998885876033,0.3465094784189602
111,0.7839879402281746,0.8961111111111111,0.5748748488653274,0.9726190476190476,7.937188958982006,0.0005213410495570954,1.5370844342381822,1.1066288052476603,0.6584943587404822,0.485757275886342,0.3403000807399072
112,0.7846560329861111,0.8976587301587302,0.5755503627232142,0.9745238095238096,7.917144624982029,0.0004984475476958972,1.5503083049948445,1.1154270849857233,0.6716466603545368,0.494801284092937,0.3403384600799096
113,0.7797247798859127,0.8992460317460318,0.5724130975632441,0.9728571428571429,7.899497584090568,0.0004759999393376521,1.5600949979675602,1.1197480332427823,0.6765885716162358,0.49609200724490404,0.33933614353238023
114,0.7766479879712301,0.8997222222222222,0.5704473005022321,0.9729761904761904,7.9834519169526175,0.0004540080707452873,1.6026210107174017,1.1432492018956217,0.686356442833915,0.5008676596704473,0.33641559581466135
115,0.7744327411954365,0.8998015873015873,0.5680487351190476,0.9742857142857143,7.864595833001658,0.0004324815882792041,1.6158024357055045,1.164267370543504,0.6929511055728506,0.5057862954696423,0.33657070101820274
116,0.7765840463789683,0.8979365079365079,0.5672358630952381,0.9753571428571428,8.102076375042088,0.00041142993416606936,1.6464042857213674,1.1766982490036089,0.7011823315305759,0.5147882451865878,0.33818027089695035
117,0.7681341455853175,0.903968253968254,0.5651868838355655,0.9761904761904762,7.968668665969744,0.0003908623423571419,1.6419570845395781,1.1678909069390466,0.7019197105756266,0.5135559236942814,0.33452443544029586
118,0.7666201636904761,0.9045634920634921,0.5678532482328869,0.9745238095238096,7.958453999948688,0.0003707878344779531,1.7002179295883566,1.1993396584757694,0.7193340940523874,0.5197549422985406,0.3350715443567576
119,0.7581876240079365,0.9058730158730158,0.5652733212425596,0.9757142857142858,8.024557624943554,0.000351215215871128,1.7230037166382455,1.220920620835977,0.7299042522604695,0.5206748846218671,0.3306629161544258
120,0.7540172371031746,0.907420634920635,0.5632044619605655,0.9763095238095238,7.9831075420370325,0.00033215307173406873,1.7154585939978586,1.2119567406359057,0.729928263552903,0.524548758104973,0.32707202737101443
121,0.7519532025049603,0.908531746031746,0.5588382975260416,0.9786904761904762,8.150919958017766,0.0003136097633532032,1.7861298691802823,1.2437663586611676,0.7391049922420289,0.5314378689993456,0.32453066443428774
122,0.7502828156001984,0.9092063492063492,0.5608840215773809,0.9772619047619048,7.950714166974649,0.0002955934244364495,1.801095255740403,1.252265659080544,0.7477317074228664,0.5387773465384081,0.3260349719052387
123,0.7388215370783731,0.9131746031746032,0.5583405994233631,0.9786904761904762,8.537729833042249,0.00027811195754550236,1.768998199307979,1.2383714859860802,0.7439867978168623,0.5321499587315593,0.3168060186550702
124,0.743228779141865,0.914047619047619,0.5593587239583333,0.9770238095238095,8.18220095790457,0.0002611730306295076,1.831517873076618,1.2804335386014831,0.7700251080663071,0.5461059028122026,0.31875833036935874
125,0.7386564515128968,0.9149206349206349,0.5555669294084822,0.9791666666666666,9.266843458055519,0.00024478407366164775,1.8407761627042354,1.284687719974421,0.7786241715329553,0.5501805804102554,0.3157569962709688
126,0.7273795572916667,0.9201984126984127,0.5552576846168155,0.9792857142857143,8.076498082955368,0.0002289522753801089,1.844263531834946,1.2809481548173778,0.7675048518301871,0.5465819073207487,0.30872195868322694
127,0.7286237444196428,0.9191269841269841,0.553526843843006,0.9797619047619047,8.4915104159154,0.00021368458013486263,1.9418056120122145,1.3287877116711613,0.7876362292294575,0.5548744395299612,0.30881755848221365
128,0.7212006293402777,0.9226984126984127,0.5538958449590774,0.9797619047619047,10.092955374973826,0.00019898768484164617,1.9168902556908312,1.3104108626467323,0.7842144651461374,0.5529278595435437,0.30412642967882497
129,0.7252975415426587,0.9207936507936508,0.5522268531436012,0.9808333333333333,8.19301945809275,0.0001848680360444722,1.9351922824298065,1.335374086641418,0.7998824531051714,0.5692893865749921,0.3078701774480984
130,0.7104458860367063,0.925952380952381,0.5540179734002976,0.9795238095238096,8.060214915894903,0.0001713318270879613,1.9497243813451777,1.3284311052506346,0.8019589651659661,0.560945539910176,0.29614182293112506
131,0.7159306020585318,0.9251587301587302,0.5558882649739584,0.9788095238095238,8.019114334019832,0.0001583849954007379,2.0062702004679567,1.3638138359573286,0.8275516723013167,0.5812548332407995,0.30353848220128093
132,0.7084853980654762,0.9262301587301587,0.5517811802455357,0.9805952380952381,8.383065166999586,0.0001460332198910766,2.0163561825824874,1.3673860966251585,0.8199201864639515,0.579824999504283,0.2955908605895067
133,0.7051770213293651,0.928968253968254,0.5529477655319941,0.9795238095238096,8.02985475002788,0.00013428191845594678,1.9953249239074398,1.366769083865403,0.8169963081476047,0.577915017374881,0.2915187390322613
134,0.7106079489087301,0.9253968253968254,0.5506231980096726,0.9814285714285714,8.092047792044468,0.00012313624560454122,2.0664604690474304,1.4074598593155139,0.8477613574962326,0.5966704315340459,0.29642777031448286
135,0.7050033327132936,0.928015873015873,0.5504311407180059,0.9808333333333333,8.164001666009426,0.00011260109019734074,2.052669776877776,1.3945343482312818,0.849056418171994,0.5948106020235168,0.29185276709232233
136,0.6983340308779762,0.9300793650793651,0.5468978445870536,0.9822619047619048,8.071363999973983,0.00010268107330169703,2.104050224807662,1.4224523553993496,0.8573406238846367,0.596187843284026,0.28572361360346604
137,0.6933286055307539,0.9328968253968254,0.5481080845424107,0.981547619047619,8.148373250034638,9.338054616488016e-05,2.08954616488539,1.415714322007852,0.8553029171706457,0.5959242225298421,0.28146534643802545
138,0.6884338572668651,0.9336111111111111,0.5435364350818452,0.983452380952381,8.108562542009167,8.470358830547773e-05,2.093131902859296,1.4090534345752697,0.8503339738410136,0.595676286571522,0.27803109260985087
